Subject Title,Subject Code
Preventing Violence Against Women,POPH90297
Healthcare Environment Evaluation,POPH90299
Health and Social Justice,POPH90300
Introduction to Health Services Research,POPH90302
Climate Change and Health,POPH90303
Sustainability and Healthcare,POPH90304
Population Oral Health,POPH90305
Population Oral Health in Practice,POPH90306
Indigenous Data Governance in Health,POPH90308
Public Policy & Management Thesis Part 1,PPMN40006
Public Policy & Management Thesis Part 2,PPMN40007
Public Management,PPMN90006
Public Policy Analysis,PPMN90007
Professional Practice in Policy Research,PPMN90010
Public Policy in the Asian Century,PPMN90030
Public Policy Lobbying Strategies,PPMN90031
Innovative Design and Service Delivery,PPMN90032
Public Budgets and Financial Management,PPMN90033
Public Consultation & Policy Negotiation,PPMN90035
Governance,PPMN90037
Executive Internship,PPMN90039
Persuasion for Policymakers,PPMN90046
Crisis Management,PPMN90048
Public /Social Policy Thesis Part 1,PPMN90049
Public /Social Policy Thesis Part 2,PPMN90050
Global Issues in Indigenous Governance,PPMN90054
Business and Government,PPMN90056
Economics and Cities,PROP10001
Introduction to Property,PROP10002
Finance for Built Environment,PROP20001
Design and Property Principles,PROP20002
Design and Property Industry Studies,PROP20003
Valuation of Land and Buildings,PROP30001
Design and Property Studio,PROP30003
"Mind, Brain & Behaviour 1",PSYC10003
"Mind, Brain and Behaviour 2",PSYC10004
"Mind, Brain and Behaviour A",PSYC10006
"Mind, Brain and Behaviour B",PSYC10007
Biological Psychology,PSYC20006
Cognitive Psychology,PSYC20007
Developmental Psychology,PSYC20008
Personality and Social Psychology,PSYC20009
Research Methods for Human Inquiry,PSYC30013
The Psychopathology of Everyday Life,PSYC30014
Lifespan Social & Emotional Development,PSYC30016
"Perception, Memory and Cognition",PSYC30017
Development of the Thinking Child,PSYC30019
The Integrated Brain,PSYC30020
Psychological Science: Theory & Practice,PSYC30021
Computational Behavioural Science,PSYC30023
Current Topics in Developmental Psych.,PSYC40001
Current Topics in Social Psychology,PSYC40002
Behavioural & Cognitive Neuroscience,PSYC40004
Advanced Design and Data Analysis,PSYC40005
Ethics and Evidence-Based Practice,PSYC40006
Research Project,PSYC40010
Models of Psychological Processes,PSYC40012
Advanced Psychological Theory & Practice,PSYC40013
Advanced Research Methods in Psychology,PSYC40014
PhD Research,PSYC80004
Literature Review,PSYC90003
Thesis (Masters/coursework),PSYC90005
Basic Interventions,PSYC90006
Cognitive-Behaviour Therapy,PSYC90007
Ethics and Professional Issues,PSYC90008
Individual and Cultural Diversity,PSYC90009
Mental Health Issues Across the Lifespan,PSYC90010
Introduction to Assessment and Diagnosis,PSYC90011
Clinical Placement 1,PSYC90012
Clinical Placement 3,PSYC90014
Advanced Psychopathology,PSYC90015
Advanced Psychological Practice 2,PSYC90016
Advanced Psychological Practice 1,PSYC90017
Child Psychopathology,PSYC90023
Clinical Psychology in Medical Settings,PSYC90027
Principles of Psychological Assessment,PSYC90030
Adult Psychopathology,PSYC90031
Adult Neuropsychological Disorders,PSYC90032
Neuropsychological Rehabilitation,PSYC90033
Clinical Neuropsychology Placement 1,PSYC90039
Child Neuropsychological Disorders,PSYC90042
Mental Health and Young People,PSYC90062
Child Clinical Placement 2A,PSYC90075
Child Clinical Placement 2B,PSYC90076
Clinical Placement 2,PSYC90077
Clinical Placement 3,PSYC90078
Neuropsychology Placement 2A,PSYC90079
Neuropsychology Placement 2B,PSYC90080
Clinical Skills in Neuropsychology,PSYC90082
Neuroscience and Psychopharmacology,PSYC90083
Neuroanatomy for Neuropsychologists,PSYC90084
Thesis (Masters/coursework) Part 1,PSYC90095
Thesis (Masters/coursework) Part 2,PSYC90096
"Mind, Brain & Behaviour 1",PSYC90097
"Mind, Brain & Behaviour 2",PSYC90098
Applied Research Methods,PSYC90100
Attitude and Behaviour Change,PSYC90102
Psychology of Advertising,PSYC90103
"Thinking, Judgement and Decision Making",PSYC90104
Research Project,PSYC90106
Internship,PSYC90107
Sport Psychology,PSYC90108
Ethics & Psychological Practice,PSYC90110
Well-being in Practice,PSYC90111
Research Project,PSYC90112
Professional Psychology Skills 1,PSYC90113
Professional Psychology Skills 2,PSYC90114
Professional Psychology Placement 1,PSYC90115
Professional Psychology Placement 2,PSYC90116
Research Project (Psych),PSYC90118
Research Project (Psych),PSYC90119
Research Project (Psych),PSYC90120
Professional Placement (Clinical) 1,PSYC90121
Professional Placement (Clinical) 2,PSYC90122
Principles of consulting,PSYC90124
Core Skills in Psychological Practice,PSYC90125
Child and Adolescent Psychiatry,PSYT90006
Research Methods in Psychiatry,PSYT90010
Transcultural Mental Health,PSYT90014
Cognitive Behaviour Therapy,PSYT90022
Ethics of Psychiatry,PSYT90023
Consultation Liaison Psychiatry,PSYT90024
Mental Illness in Young People II,PSYT90057
Substance Use Disorders,PSYT90059
Psychopharmacology,PSYT90061
Perinatal Psychiatry,PSYT90068
Core Psychiatry I,PSYT90078
Core Psychiatry II,PSYT90079
History & Philosophy of Psychiatry,PSYT90088
Psychodynamic Therapy in Psychiatry,PSYT90090
Mental Health and Ageing,PSYT90092
Psychiatric Research Project,PSYT90093
Special Topics in Psychiatry,PSYT90094
Foundations of Youth Mental Health,PSYT90096
Engaging and Assessing Young People,PSYT90097
Development in Young People,PSYT90098
Mental Ill-health in Young People 1,PSYT90099
Mental Ill-health in Young People 2,PSYT90100
Early Intervention in Mental Health,PSYT90101
Psychosocial Interventions with Youth,PSYT90102
Biological Interventions with Youth,PSYT90103
Inclusive Youth Mental Health Practice,PSYT90104
Youth Mental Health Research Project,PSYT90109
Youth Mental Health Services,PSYT90110
Early Psychosis in Young People,PSYT90112
Managing Youth Self-harm and Suicide 1,PSYT90114
Youth Mental Health Research Methods,PSYT90120
Structural Editing,PUBL90001
Editorial English,PUBL90002
The Contemporary Publishing Industry,PUBL90003
Business and Professional Communications,PUBL90004
Writing and Editing for Digital Media,PUBL90006
History of Books and Reading,PUBL90007
Advanced Editing for Digital Media,PUBL90009
Print Production and Design,PUBL90010
Writing and Editing for Magazines,PUBL90013
Legal Issues in Arts and Media,PUBL90014
Grattan Street Press,PUBL90015
Book Markets: Structures and Strategies,PUBL90019
Advanced Book Publishing,PUBL90020
Editing Masterclass,PUBL90021
Publishing and Communications Thesis Pt1,PUBL90022
Publishing and Communications Thesis Pt2,PUBL90023
Grattan Street Press (Extended),PUBL90025
Publishing and Writing Summer School,PUBL90026
The International Publishing Industry,PUBL90027
Radiology for Physiotherapists,RADI90010
Minor Thesis (Radiology) Part 2,RADI90016
Diagnostic Radiology 2,RADI90018
Diagnostic Radiology 3,RADI90019
Diagnostic Radiology 4,RADI90020
Diagnostic Radiology 5,RADI90021
Diagnostic Radiology Minor Thesis 1,RADI90022
Diagnostic Radiology Minor Thesis 2,RADI90023
Neuromusculoskeletal Radiology,RADI90024
Foundations of Rehabilitation,REHB90001
Rehabilitation Activity and Exercise,REHB90002
Evaluation of Rehabilitation Practice,REHB90003
Rehabilitation for Paediatrics,REHB90005
Rehabilitation for Women's Health,REHB90006
Rehabilitation in Neurology,REHB90008
Innovation and Emerging Technologies,REHB90009
Research and Evidence in Practice,REHB90010
Rehabilitation Professional Project,REHB90012
Research Project,REHB90013
Utilising Knowledge in Aboriginal Health,RURA90008
Health Projects in Aboriginal Settings,RURA90009
Russian 1,RUSS10001
Russian 2,RUSS10002
Russian 3,RUSS20004
Russian 4,RUSS20005
Russian 5,RUSS20006
Russian 5,RUSS30001
Russian Culture Through Film,RUSS30005
Contemporary Russia: Culture and Society,RUSS30006
Russian Language & Culture 4A,RUSS40006
Russian Thesis Part 1,RUSS40009
Russian Thesis Part 2,RUSS40010
Science: A Study of Life and Environment,SCIE10001
"Science: Systems, Technology and Design",SCIE10002
Science: Supporting Health and Wellbeing,SCIE10003
Human Sciences: From Cells to Societies,SCIE10004
"Today's Science, Tomorrow's World",SCIE10005
Science Research Project,SCIE30001
Science and Technology Internship,SCIE30002
Science Research Project Abroad,SCIE30003
Critical Thinking in Research,SCIE40001
Ethics and Responsibility in Science,SCIE90005
"Scientists,Communication & the Workplace",SCIE90006
Science Communication,SCIE90012
Communication for Research Scientists,SCIE90013
Renewable Energy,SCIE90014
Industry Project in Biotechnology,SCIE90015
Biotechnology Research Project,SCIE90016
Science and Technology Internship,SCIE90017
Research Project in Comp Biology Pt1,SCIE90019
Research Project in Comp Biology Pt1,SCIE90020
Research Project in Comp Biology Pt1,SCIE90021
Research Project in Comp Biology Pt2,SCIE90022
Research Project in Comp Biology Pt2,SCIE90023
Research Project in Comp Biology Pt2,SCIE90024
Biomolecular Structure Determination,SCIE90026
Ecosystem Internship,SCIE90027
Biotechnology Research Project Part 1,SCIE90028
Biotechnology Research Project Part 2,SCIE90029
Research Project in Comp Biol Pt2(cont.),SCIE90030
Research Project in Comp Biology Pt3,SCIE90031
Research Project in Comp Biol Pt3,SCIE90032
Research Project in Comp Biol Pt2(cont.),SCIE90033
Communicating Science at Work,SCIE90034
Science Research Internship,SCIE90036
Introduction to Screen Studies,SCRN10001
Hollywood and Entertainment,SCRN20011
Australian Film and Television,SCRN20013
"Ensemble Filmmaking, Art and Industry",SCRN20014
Art Cinema and the Love Story,SCRN30001
Film Noir: History and Sexuality,SCRN30004
The Environmental Screenscape,SCRN30005
"Screen Theory, Style & Spectators",SCRN40002
"Melodrama, Ideology and the Cinema",SCRN40005
Screen Media and Political Aesthetics,SCRN40009
"Censorship: Film, Art and Media",SCRN40013
Screen & Cultural Studies Thesis Part 1,SCRN40017
Screen & Cultural Studies Thesis Part 2,SCRN40018
Screen & Cultural Research Seminar,SCRN40019
Film Production: From Script to Screen,SCRN90002
Film Festival Cultures,SCRN90006
Social Work Practice: Mental Health,SCWK90038
Child and Family Welfare,SCWK90039
Thesis(FT),SCWK90045
Thesis(PT),SCWK90046
Supervised Field Placement 1A,SCWK90048
Supervised Field Placement 1B,SCWK90049
Supervised Field Placement 2A,SCWK90050
Supervised Field Placement 2B,SCWK90051
Counselling and Interviewing Skills,SCWK90053
Assessing Risk and Vulnerability,SCWK90054
Legal and Ethical Contexts of Practice,SCWK90055
Program Planning and Evaluation,SCWK90056
Working with Groups and Communities,SCWK90057
Researching Social Work Practice 2,SCWK90058
Engaging with Families,SCWK90059
Advanced Narrative Skills Development,SCWK90060
Narrative Practice & Research Synthesis,SCWK90061
The Art of Narrative Practice,SCWK90062
Social Work Practice: Indigenous Peoples,SCWK90063
Lifespan Risk and Resilience,SCWK90064
Social Work Theory and Practice,SCWK90066
Implementation Science in Theory,SCWK90067
Implementation Science in Practice,SCWK90068
Researching Social Work Practice 1,SCWK90069
Social Work Research Project,SCWK90071
Professional Identity 1,SCWK90072
Professional Identity 2,SCWK90073
Foundation Communication Skills,SKIL10007
Project Management in Science,SKIL90004
Research Internship,SKIL90005
Biomechanics & Sports Injury Prevention,SMED90001
Injury Pathophysiology & Management,SMED90002
Inequalities: Future Challenges,SOCI10003
Sociology of Youth,SOCI20014
Sexualising Society,SOCI20017
"Families, Relationships and Society",SOCI20018
Environmental Sociology: Warming Planet,SOCI20020
Contemporary Sociological Theory,SOCI30001
Sociology Internship,SOCI30005
Living in a Risk Society,SOCI30009
Survey Design and Analysis,SOCI30013
Race and Racism in Australia,SOCI30014
Social Sustainability,SOCI30016
Understanding The Life Course,SOCI40003
Sociology Thesis Part 1,SOCI40006
Sociology Thesis Part 2,SOCI40007
Reading Social Theory,SOCI40008
Writing Sociology,SOCI40009
Comparative Social Policy,SOCI90003
Critical Social Policy,SOCI90004
Social Research Design and Evaluation,SOCI90005
International Migration,SOCI90010
Foundations of Social Policy,SOCI90011
Inclusive Policy Development,SOCI90012
Social Policy Internship,SOCI90013
Indigenous Policy Analysis,SOCI90018
Feminist Social Policy,SOCI90021
Project-based Policy Analysis,SOCI90023
Future of Work in Comparative Contexts,SOCI90024
Social Justice and Social Welfare,SOCI90025
Social Policy and Urban Problems,SOCI90026
Classical Sociological Theory,SOTH20002
Spanish 1,SPAN10001
Spanish 2,SPAN10002
Spanish 3,SPAN10003
Spanish 4,SPAN10004
Spanish 5,SPAN10007
Spanish 6,SPAN10008
Hispanic Cultural Studies,SPAN20001
Spanish 3,SPAN20002
Spanish 4,SPAN20003
"Rock, Pop & Resistance",SPAN20016
Spanish 5,SPAN20018
Spanish 6,SPAN20019
Spanish 7,SPAN20022
Realities and Fictions of Argentina,SPAN20025
Intensive Spanish 3 & 4,SPAN20027
Gender in Hispanic Cultures,SPAN30001
Spanish 5,SPAN30014
Spanish 6,SPAN30015
Spanish 7,SPAN30016
Realities and Fictions of Argentina,SPAN30020
Exploring Latin America,SPAN30021
Spanish and Latin American Cinema,SPAN30023
Spanish & Latin American Thesis Part 1,SPAN40007
Spanish & Latin American Thesis Part 2,SPAN40008
Graduate Spanish B,SPAN90004
Object Oriented Software Development,SWEN20003
Software Modelling and Design,SWEN30006
Modelling Complex Software Systems,SWEN90004
Security & Software Testing,SWEN90006
Software Design and Architecture,SWEN90007
Software Requirements Analysis,SWEN90009
High Integrity Systems Engineering,SWEN90010
Masters Software Engineering Project,SWEN90014
Software Processes and Management,SWEN90016
Masters Advanced Software Project Part 1,SWEN90017
Masters Advanced Software Project Part 2,SWEN90018
The Actors Process,THTR10007
Clear Speech and Communication,THTR10019
The Artist's Toolbox,THTR20023
Design and the Moving Image,THTR20043
Hashtag Cyberstar,THTR30042
Performance and Community Engagement,THTR90009
Writing for Performance 1 (Solo),THTR90019
Writing for Performance 2 (Collab),THTR90020
Writing for Performance 3 (Portfolio),THTR90021
Translation and Interpreting as Product,TRAN90001
Specialised Translation,TRAN90003
Translating in an Australian Context,TRAN90006
Translating From English to Chinese,TRAN90007
Translating in a Chinese Context,TRAN90008
Translation Internship,TRAN90010
Translation and Interpreting as Process,TRAN90011
Translation and Interpreting Thesis 1,TRAN90012
Translation and Interpreting Thesis 2,TRAN90013
Business and Legal Translation,TRAN90020
"Translation, Interpreting, Communication",TRAN90021
Translation Industry Project,TRAN90022
Translation Technologies,TRAN90023
Teaching Translation and Interpreting,TRAN90024
Consecutive Interpreting,TRAN90025
Community Interpreting,TRAN90026
Translation Practicum,TRAN90027
Introduction to Climate Change,UNIB10007
Food for a Healthy Planet,UNIB10009
The Secret Life of the Body 1,UNIB10011
"Our Planet, Our Health",UNIB10017
Insects Shaping Society,UNIB10018
Thinking Tools for Wicked Problems,UNIB10019
Challenges & Hopes in Contemporary Asia,UNIB10021
Entrepreneurship Principles and Tools,UNIB10022
The Making of Melbourne,UNIB10023
Sustainability: hope for the Earth?,UNIB10024
Everyday Morality,UNIB10027
Drugs That Shape Society,UNIB20008
Food For a Healthy Planet II,UNIB20014
"Collaborative Animal, Human & Eco-Health",UNIB20020
Inequalities: Causes and Consequences,UNIB20021
Indigenous Cultures and Knowledges,UNIB20022
Designer Humans - Prospects & Perils,UNIB20024
Frontiers in Veterinary Science,VETS20019
Veterinary Bioscience: Cardiovasc System,VETS30014
Veterinary Bioscience: Digestive System,VETS30016
Veterinary Bioscience: Metabolism,VETS30017
Veterinary Bioscience:Respiratory System,VETS30018
Veterinary Bioscience: Cells to Systems,VETS30029
Introduction to Professional Practice,VETS30030
Animal Production Systems 1,VETS30031
Animal Production Systems 2,VETS30032
Health & Disease in Wildlife Populations,VETS30033
Veterinary Clinical Skills,VETS40017
Vet Bioscience Research Project Part 1,VETS40020
Vet Bioscience Research Project Part 2,VETS40021
MVSc (Clinical) Practicum # PT,VETS70002
Master Thesis in Vet Science (Clinical),VETS90027
Veterinary Industry Internship,VETS90031
Cardiovascular & Respiratory Emergencies,VETS90036
Abdominal & Urogenital Emergencies,VETS90037
"Haemato, Neurologic & Global Conditions",VETS90038
"CPR, Eye Emergencies & Practical ECC",VETS90039
Advanced Clinical Skills 1 Part A,VETS90046
Advanced Clinical Skills 1 Part B,VETS90047
Advanced Clinical Skills 2 Part A,VETS90048
Advanced Clinical Skills 2 Part B,VETS90049
Advanced Clinical Skills 3 Part A,VETS90050
Advanced Clinical Skills 3 Part B,VETS90051
Principles of Medicine & Surgery 1 PtA,VETS90052
Principles of Medicine & Surgery 2 PtA,VETS90054
Principles of Medicine & Surgery 2 PtB,VETS90055
Principles of Medicine & Surgery 3 PtA,VETS90056
Principles of Medicine & Surgery 3 PtB,VETS90057
Veterinary Research Project A,VETS90078
Veterinary Research Project B,VETS90079
Veterinary Professional Practice 5,VETS90096
Vet Bioscience: Digestive System,VETS90120
